DataSet					                            
  5
X					                                  
Y					                                  
Cu(%)					                              
Au(PPM)					                            
Declustering Weight
11	8	0	-999		  .97916690    
8	30	0	-999		  .97916690    
9	48	2.243999939	-999		  1.9583340    
8	69	4.343999939	-999		  .35606070    
9	90	4.121000061	-999		  .55952390    
10	110	5.872000122	-999		  .97916690    
9	129	1.923000031	-999		  .97916690    
11	150	0.312999992	-999		  1.9583340    
10	170	3.885	-999		  1.9583340    
8	188	1.746000061	-999		  1.9583340    
9	209	1.878000031	-999		  1.3055560    
10	231	0.820999985	-999		  1.3055560    
11	250	0.810999985	-999		  1.3055560    
10	269	1.243000031	-999		  1.9583340    
8	288	1.88	-999		  1.9583340    
31	11	0.287000008	-999		  .97916690    
29	29	0.780999985	-999		  .97916690    
28	51	2.921000061	-999		  1.9583340    
31	68	8.952000122	-999		  .35606070    
28	88	7.025999756	-999		  .55952390    
30	110	4.902999878	-999		  .97916690    
28	130	1.361000061	-999		  .97916690    
28	150	3.35	-999		  1.9583340    
30	171	2.77	-999		  1.9583340    
28	190	2.061000061	-999		  1.9583340    
31	209	0.245	-999		  1.3055560    
28	229	1.981000061	-999		  1.3055560    
30	250	0.602999992	-999		  1.3055560    
31	269	3.126000061	-999		  1.9583340    
31	289	2.408999939	-999		  1.9583340    
49	11	6.532999878	-999		  .55952390    
49	29	0.964000015	-999		  .55952390    
51	48	1.05	-999		  3.9166680    
49	68	0.377999992	-999		  .35606070    
50	88	8.207999878	-999		  .43518530    
51	109	4.507000122	-999		  1.9583340    
48	129	1.903999939	-999		  1.9583340    
49	151	7.732999878	-999		  .65277790    
51	168	9.719000244	-999		  .26111120    
48	190	7.624000244	-999		  .39166680    
50	211	9.682999878	-999		  .39166680    
49	231	3.947000122	-999		  1.9583340    
51	250	3.43	-999		  1.9583340    
50	268	8.637999878	-999		  .32638900    
51	290	1.596000061	-999		  1.9583340    
71	9	4.457999878	-999		  .39166680    
71	29	6.732999878	-999		  .39166680    
70	51	2.526000061	-999		  .55952390    
68	70	5.375	-999		  .78333350    
69	90	0	-999		  .65277790    
68	110	3.291000061	-999		  .35606070    
68	128	6.462999878	-999		  .35606070    
69	148	6.162000122	-999		  .39166680    
69	169	7.612999878	-999		  .27976200    
70	191	9.18	-999		  .39166680    
69	208	0.974000015	-999		  .78333350    
69	229	0	-999		  .78333350    
68	250	0	-999		  3.9166680    
71	268	0	-999		  1.3055560    
71	288	0.024000001	-999		  1.9583340    
91	11	3.682999878	-999		  1.3055560    
91	29	0.915999985	-999		  1.3055560    
90	49	6.547000122	-999		  .43518530    
91	68	6.455	-999		  .39166680    
91	91	9.072000122	-999		  .48958350    
91	111	8.262999878	-999		  .26111120    
89	130	9.752999878	-999		  .26111120    
88	149	5.510999756	-999		  .65277790    
89	170	1.555	-999		  1.3055560    
89	188	0.106999998	-999		  3.9166680    
90	211	0	-999		  1.9583340    
90	230	0	-999		  1.9583340    
88	249	0	-999		  3.9166680    
88	269	0.121000004	-999		  3.9166680    
88	288	0.622000008	-999		  3.9166680    
109	11	3.996000061	-999		  .97916690    
111	31	1.766000061	-999		  .97916690    
108	49	4.02	-999		  1.9583340    
109	68	2.606000061	-999		  1.9583340    
108	88	1.92	-999		  1.9583340    
110	109	2.376000061	-999		  .43518530    
109	129	7.02	-999		  .43518530    
110	148	0.385	-999		  .97916690    
111	169	0.221000004	-999		  1.9583340    
111	191	0.027	-999		  1.9583340    
110	208	0.178999996	-999		  1.3055560    
109	230	1.741999969	-999		  1.3055560    
109	249	0.128999996	-999		  1.3055560    
109	268	1.878000031	-999		  1.9583340    
111	291	2.687999878	-999		  1.9583340    
130	9	5.725	-999		  .97916690    
131	31	0.291000004	-999		  .97916690    
130	48	0.751999969	-999		  1.9583340    
128	70	3.998999939	-999		  1.9583340    
129	90	2.431000061	-999		  1.9583340    
131	109	0	-999		  .43518530    
129	128	2.446999969	-999		  .43518530    
131	148	1.851999969	-999		  .97916690    
131	169	0.26	-999		  1.9583340    
129	191	0	-999		  1.9583340    
128	209	1.003000031	-999		  1.3055560    
130	231	5.302999878	-999		  1.3055560    
131	248	1.074000015	-999		  1.3055560    
128	269	1.593000031	-999		  1.9583340    
131	288	0.706999969	-999		  1.9583340    
148	8	2.602000122	-999		  1.9583340    
149	29	3.26	-999		  1.9583340    
150	49	3.327000122	-999		  3.9166680    
151	69	5.312999878	-999		  3.9166680    
150	89	5.472000122	-999		  3.9166680    
150	109	4.827000122	-999		  1.9583340    
150	129	0.840999985	-999		  1.9583340    
150	151	0.046999998	-999		  3.9166680    
149	169	1.806000061	-999		  3.9166680    
151	190	0	-999		  3.9166680    
148	208	3.423999939	-999		  .55952390    
150	228	6.022999878	-999		  .55952390    
149	251	2.091000061	-999		  1.3055560    
149	271	0.794000015	-999		  3.9166680    
148	291	1.040999985	-999		  3.9166680    
168	8	4.46	-999		  1.9583340    
171	29	1.898999939	-999		  1.9583340    
169	49	2.803999939	-999		  3.9166680    
168	69	0	-999		  3.9166680    
168	91	4.992999878	-999		  3.9166680    
171	109	4.572999878	-999		  1.9583340    
168	131	3.412000122	-999		  1.9583340    
171	150	0	-999		  3.9166680    
171	171	2.083000031	-999		  3.9166680    
169	191	0.996999969	-999		  .97916690    
170	210	6.365999756	-999		  .39166680    
170	230	1.731000061	-999		  .39166680    
169	249	0.17	-999		  1.9583340    
168	271	2.831000061	-999		  3.9166680    
168	290	0.308999996	-999		  3.9166680    
190	11	3.485	-999		  1.9583340    
191	28	2.223999939	-999		  1.9583340    
191	48	0.590999985	-999		  3.9166680    
190	69	0	-999		  1.9583340    
190	89	3.26	-999		  .55952390    
188	111	3.251000061	-999		  1.9583340    
191	129	1.146999969	-999		  1.9583340    
189	149	4.816000061	-999		  .78333350    
190	169	3.241000061	-999		  1.9583340    
190	189	0.108999996	-999		  3.9166680    
188	210	3.328999939	-999		  3.9166680    
191	231	1.843999939	-999		  1.9583340    
190	248	1.466000061	-999		  1.9583340    
189	270	0.92	-999		  3.9166680    
189	290	0.025	-999		  3.9166680    
211	11	3.581000061	-999		  .43518530    
209	30	4.732999878	-999		  .43518530    
211	49	3.087999878	-999		  1.9583340    
210	70	4.067999878	-999		  .97916690    
209	90	8.120999756	-999		  .55952390    
210	111	3.397000122	-999		  .97916690    
211	130	2.238999939	-999		  .97916690    
208	151	6.735	-999		  .65277790    
209	168	1.41	-999		  .97916690    
208	191	0.617999992	-999		  3.9166680    
210	211	2.582999878	-999		  .43518530    
211	228	5.902999878	-999		  .43518530    
